Source,Author,Text,Part
plautus.bacchides.tess,plautus,bacchides,bacchides
plautus.captivi.tess,plautus,captivi,captivi
plautus.casina.tess,plautus,casina,casina
plautus.cistellaria.tess,plautus,cistellaria,cistellaria
plautus.curculio.tess,plautus,curculio,curculio
plautus.epidicus.tess,plautus,epidicus,epidicus
plautus.menaechmi.tess,plautus,menaechmi,menaechmi
plautus.mercator.tess,plautus,mercator,mercator
plautus.miles_gloriosus.tess,plautus,miles_gloriosus,miles_gloriosus
plautus.mostellaria.tess,plautus,mostellaria,mostellaria
plautus.persa.tess,plautus,persa,persa
plautus.poenulus.tess,plautus,poenulus,poenulus
plautus.pseudolus.tess,plautus,pseudolus,pseudolus
plautus.rudens.tess,plautus,rudens,rudens
plautus.stichus.tess,plautus,stichus,stichus
plautus.trinummus.tess,plautus,trinummus,trinummus
plautus.truculentus.tess,plautus,truculentus,truculentus
pliny_the_elder.naturalis_historia.part.1.books_1-5.tess,pliny_the_elder,naturalis_historia,books_1-5
pliny_the_elder.naturalis_historia.part.2.books_6-10.tess,pliny_the_elder,naturalis_historia,books_6-10
pliny_the_elder.naturalis_historia.part.3.books_11-15.tess,pliny_the_elder,naturalis_historia,books_11-15
pliny_the_elder.naturalis_historia.part.4.books_16-20.tess,pliny_the_elder,naturalis_historia,books_16-20
pliny_the_elder.naturalis_historia.part.5.books_21-25.tess,pliny_the_elder,naturalis_historia,books_21-25
pliny_the_elder.naturalis_historia.part.6.books_26-30.tess,pliny_the_elder,naturalis_historia,books_26-30
pliny_the_elder.naturalis_historia.part.7.books_31-37.tess,pliny_the_elder,naturalis_historia,books_31-37
pliny_the_younger.letters.part.1.tess,pliny_the_younger,letters,1
pliny_the_younger.letters.part.10.tess,pliny_the_younger,letters,10
pliny_the_younger.letters.part.2.tess,pliny_the_younger,letters,2
pliny_the_younger.letters.part.3.tess,pliny_the_younger,letters,3
pliny_the_younger.letters.part.4.tess,pliny_the_younger,letters,4
pliny_the_younger.letters.part.5.tess,pliny_the_younger,letters,5
pliny_the_younger.letters.part.6.tess,pliny_the_younger,letters,6
pliny_the_younger.letters.part.7.tess,pliny_the_younger,letters,7
pliny_the_younger.letters.part.8.tess,pliny_the_younger,letters,8
pliny_the_younger.letters.part.9.tess,pliny_the_younger,letters,9
polignac.antilucretius.tess,polignac,antilucretius,antilucretius
polignac.epia.tess,polignac,epia,epia
polignac.imitatio.tess,polignac,imitatio,imitatio
priscian.carmen_in_laudem_Anastasii_imperatoris.part.1.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,1
priscian.carmen_in_laudem_Anastasii_imperatoris.part.preface.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,preface
priscian.carmen_in_laudem_Anastasii_imperatoris.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,carmen_in_laudem_Anastasii_imperatoris
priscian.perihegesis.tess,priscian,perihegesis,perihegesis
propertius.elegies.tess,propertius,elegies,elegies
prudentius.apotheosis.tess,prudentius,apotheosis,apotheosis
prudentius.contra_symmachum.part.1.tess,prudentius,contra_symmachum,1
prudentius.contra_symmachum.part.2.tess,prudentius,contra_symmachum,2
prudentius.dittochaeon.tess,prudentius,dittochaeon,dittochaeon
prudentius.epilogus.tess,prudentius,epilogus,epilogus
prudentius.hamartigenia.tess,prudentius,hamartigenia,hamartigenia
prudentius.psychomachia.tess,prudentius,psychomachia,psychomachia
pseudo_cicero.in_sallustium.tess,pseudo_cicero,in_sallustium,in_sallustium
pseudo_quintilian.major_declamations.tess,pseudo_quintilian,major_declamations,major_declamations
q_cicero.on_running_for_consul.tess,q_cicero,on_running_for_consul,on_running_for_consul
quintilian.institutio_oratoria.part.1.tess,quintilian,institutio_oratoria,1
quintilian.institutio_oratoria.part.10.tess,quintilian,institutio_oratoria,10
quintilian.institutio_oratoria.part.11.tess,quintilian,institutio_oratoria,11
quintilian.institutio_oratoria.part.12.tess,quintilian,institutio_oratoria,12
quintilian.institutio_oratoria.part.2.tess,quintilian,institutio_oratoria,2
quintilian.institutio_oratoria.part.3.tess,quintilian,institutio_oratoria,3
quintilian.institutio_oratoria.part.4.tess,quintilian,institutio_oratoria,4
quintilian.institutio_oratoria.part.5.tess,quintilian,institutio_oratoria,5
quintilian.institutio_oratoria.part.6.tess,quintilian,institutio_oratoria,6
quintilian.institutio_oratoria.part.7.tess,quintilian,institutio_oratoria,7
quintilian.institutio_oratoria.part.8.tess,quintilian,institutio_oratoria,8
quintilian.institutio_oratoria.part.9.tess,quintilian,institutio_oratoria,9
rutilius.de_reditu.tess,rutilius,de_reditu,de_reditu
sallust.catilina.tess,sallust,catilina,catilina
sallust.histories.tess,sallust,histories,histories
sallust.jugurtha.tess,sallust,jugurtha,jugurtha
scriptores_historiae_augustae.historia_augusta.part.1.books_1-5.tess,scriptores_historiae_augustae,historia_augusta,books_1-5
scriptores_historiae_augustae.historia_augusta.part.2.books_6-10.tess,scriptores_historiae_augustae,historia_augusta,books_6-10
scriptores_historiae_augustae.historia_augusta.part.3.books_11-15.tess,scriptores_historiae_augustae,historia_augusta,books_11-15
scriptores_historiae_augustae.historia_augusta.part.4.books_16-21.tess,scriptores_historiae_augustae,historia_augusta,books_16-21
seneca.ad_lucilium_epistulae_morales.part.1.1-10.tess,seneca,ad_lucilium_epistulae_morales,1-10
seneca.ad_lucilium_epistulae_morales.part.10.91-100.tess,seneca,ad_lucilium_epistulae_morales,91-100
seneca.ad_lucilium_epistulae_morales.part.11.101-110.tess,seneca,ad_lucilium_epistulae_morales,101-110
seneca.ad_lucilium_epistulae_morales.part.12.111-120.tess,seneca,ad_lucilium_epistulae_morales,111-120
seneca.ad_lucilium_epistulae_morales.part.13.121-124.tess,seneca,ad_lucilium_epistulae_morales,121-124
seneca.ad_lucilium_epistulae_morales.part.2.11-20.tess,seneca,ad_lucilium_epistulae_morales,11-20
seneca.ad_lucilium_epistulae_morales.part.3.21-30.tess,seneca,ad_lucilium_epistulae_morales,21-30
seneca.ad_lucilium_epistulae_morales.part.4.31-40.tess,seneca,ad_lucilium_epistulae_morales,31-40
seneca.ad_lucilium_epistulae_morales.part.5.41-50.tess,seneca,ad_lucilium_epistulae_morales,41-50
seneca.ad_lucilium_epistulae_morales.part.6.51-60.tess,seneca,ad_lucilium_epistulae_morales,51-60
seneca.ad_lucilium_epistulae_morales.part.7.61-70.tess,seneca,ad_lucilium_epistulae_morales,61-70
seneca.ad_lucilium_epistulae_morales.part.8.71-80.tess,seneca,ad_lucilium_epistulae_morales,71-80
seneca.ad_lucilium_epistulae_morales.part.9.81-90.tess,seneca,ad_lucilium_epistulae_morales,81-90
seneca.agamemnon.tess,seneca,agamemnon,agamemnon
seneca.apocolocyntosis.tess,seneca,apocolocyntosis,apocolocyntosis
seneca.de_beneficiis.part.1.tess,seneca,de_beneficiis,1
seneca.de_beneficiis.part.2.tess,seneca,de_beneficiis,2
seneca.de_beneficiis.part.3.tess,seneca,de_beneficiis,3
seneca.de_beneficiis.part.4.tess,seneca,de_beneficiis,4
seneca.de_beneficiis.part.5.tess,seneca,de_beneficiis,5
seneca.de_beneficiis.part.6.tess,seneca,de_beneficiis,6
seneca.de_beneficiis.part.7.tess,seneca,de_beneficiis,7
seneca.de_brevitate_vitae.tess,seneca,de_brevitate_vitae,de_brevitate_vitae
seneca.de_clementia.tess,seneca,de_clementia,de_clementia
seneca.de_consolatione_ad_helviam.tess,seneca,de_consolatione_ad_helviam,de_consolatione_ad_helviam
seneca.de_consolatione_ad_marciam.tess,seneca,de_consolatione_ad_marciam,de_consolatione_ad_marciam
seneca.de_consolatione_ad_polybium.tess,seneca,de_consolatione_ad_polybium,de_consolatione_ad_polybium
seneca.de_constantia.tess,seneca,de_constantia,de_constantia
seneca.de_ira.tess,seneca,de_ira,de_ira
seneca.de_otio.tess,seneca,de_otio,de_otio
seneca.de_providentia.tess,seneca,de_providentia,de_providentia
seneca.de_tranquillitate_animi.tess,seneca,de_tranquillitate_animi,de_tranquillitate_animi
seneca.de_vita_beata.tess,seneca,de_vita_beata,de_vita_beata
seneca.hercules_furens.tess,seneca,hercules_furens,hercules_furens
seneca.hercules_oetaeus.tess,seneca,hercules_oetaeus,hercules_oetaeus
seneca.medea.tess,seneca,medea,medea
seneca.octavia.tess,seneca,octavia,octavia
seneca.oedipus.tess,seneca,oedipus,oedipus
seneca.phaedra.tess,seneca,phaedra,phaedra
seneca.phoenissae.tess,seneca,phoenissae,phoenissae
seneca.thyestes.tess,seneca,thyestes,thyestes
seneca.troades.tess,seneca,troades,troades
seneca_the_elder.controversiae.part.1.tess,seneca_the_elder,controversiae,1
seneca_the_elder.controversiae.part.10.tess,seneca_the_elder,controversiae,10
seneca_the_elder.controversiae.part.2.tess,seneca_the_elder,controversiae,2
seneca_the_elder.controversiae.part.7.tess,seneca_the_elder,controversiae,7
seneca_the_elder.controversiae.part.8.tess,seneca_the_elder,controversiae,8
seneca_the_elder.excerpta_controversiae.tess,seneca_the_elder,excerpta_controversiae,excerpta_controversiae
seneca_the_elder.fragmenta.tess,seneca_the_elder,fragmenta,fragmenta
seneca_the_elder.suasoriae.tess,seneca_the_elder,suasoriae,suasoriae
servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.1.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,1
servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.2.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,2
servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.3.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,3
servius_honoratus.in_virgilii_georgicon_libros_commentarius.part.4.tess,servius_honoratus,in_virgilii_georgicon_libros_commentarius,4
silius_italicus.punica.part.1.tess,silius_italicus,punica,1
silius_italicus.punica.part.10.tess,silius_italicus,punica,10
silius_italicus.punica.part.11.tess,silius_italicus,punica,11
silius_italicus.punica.part.12.tess,silius_italicus,punica,12
silius_italicus.punica.part.13.tess,silius_italicus,punica,13
silius_italicus.punica.part.14.tess,silius_italicus,punica,14
silius_italicus.punica.part.15.tess,silius_italicus,punica,15
silius_italicus.punica.part.16.tess,silius_italicus,punica,16
silius_italicus.punica.part.17.tess,silius_italicus,punica,17
silius_italicus.punica.part.2.tess,silius_italicus,punica,2
silius_italicus.punica.part.3.tess,silius_italicus,punica,3
silius_italicus.punica.part.4.tess,silius_italicus,punica,4
silius_italicus.punica.part.5.tess,silius_italicus,punica,5
silius_italicus.punica.part.6.tess,silius_italicus,punica,6
silius_italicus.punica.part.7.tess,silius_italicus,punica,7
silius_italicus.punica.part.8.tess,silius_italicus,punica,8
silius_italicus.punica.part.9.tess,silius_italicus,punica,9
statius.achilleid.tess,statius,achilleid,achilleid
statius.silvae.part.1.tess,statius,silvae,1
statius.silvae.part.2.tess,statius,silvae,2
statius.silvae.part.3.tess,statius,silvae,3
statius.silvae.part.4.tess,statius,silvae,4
statius.silvae.part.5.tess,statius,silvae,5
statius.thebaid.part.1.tess,statius,thebaid,1
statius.thebaid.part.10.tess,statius,thebaid,10
statius.thebaid.part.11.tess,statius,thebaid,11
statius.thebaid.part.12.tess,statius,thebaid,12
statius.thebaid.part.2.tess,statius,thebaid,2
statius.thebaid.part.3.tess,statius,thebaid,3
statius.thebaid.part.4.tess,statius,thebaid,4
statius.thebaid.part.5.tess,statius,thebaid,5
statius.thebaid.part.6.tess,statius,thebaid,6
statius.thebaid.part.7.tess,statius,thebaid,7
statius.thebaid.part.8.tess,statius,thebaid,8
statius.thebaid.part.9.tess,statius,thebaid,9
suetonius.de_vita_caesarum.part.1.julius.tess,suetonius,de_vita_caesarum,julius
suetonius.de_vita_caesarum.part.10.vespasian.tess,suetonius,de_vita_caesarum,vespasian
suetonius.de_vita_caesarum.part.11.titus.tess,suetonius,de_vita_caesarum,titus
suetonius.de_vita_caesarum.part.12.domitian.tess,suetonius,de_vita_caesarum,domitian
suetonius.de_vita_caesarum.part.2.augustus.tess,suetonius,de_vita_caesarum,augustus
suetonius.de_vita_caesarum.part.3.tiberius.tess,suetonius,de_vita_caesarum,tiberius
suetonius.de_vita_caesarum.part.4.caligula.tess,suetonius,de_vita_caesarum,caligula
suetonius.de_vita_caesarum.part.5.claudius.tess,suetonius,de_vita_caesarum,claudius
suetonius.de_vita_caesarum.part.6.nero.tess,suetonius,de_vita_caesarum,nero
suetonius.de_vita_caesarum.part.7.galba.tess,suetonius,de_vita_caesarum,galba
suetonius.de_vita_caesarum.part.8.otho.tess,suetonius,de_vita_caesarum,otho
suetonius.de_vita_caesarum.part.9.vitellius.tess,suetonius,de_vita_caesarum,vitellius
tacitus.agricola.tess,tacitus,agricola,agricola
tacitus.annales.part.1.tess,tacitus,annales,1
tacitus.annales.part.11.tess,tacitus,annales,11
tacitus.annales.part.12.tess,tacitus,annales,12
tacitus.annales.part.13.tess,tacitus,annales,13
tacitus.annales.part.14.tess,tacitus,annales,14
tacitus.annales.part.15.tess,tacitus,annales,15
tacitus.annales.part.16.tess,tacitus,annales,16
tacitus.annales.part.2.tess,tacitus,annales,2
tacitus.annales.part.3.tess,tacitus,annales,3
tacitus.annales.part.4.tess,tacitus,annales,4
tacitus.annales.part.5.tess,tacitus,annales,5
tacitus.annales.part.6.tess,tacitus,annales,6
tacitus.de_origine_et_situ_germanorum_liber.tess,tacitus,de_origine_et_situ_germanorum_liber,de_origine_et_situ_germanorum_liber
tacitus.dialogus_de_oratoribus.tess,tacitus,dialogus_de_oratoribus,dialogus_de_oratoribus
tacitus.historiae.part.1.tess,tacitus,historiae,1
tacitus.historiae.part.2.tess,tacitus,historiae,2
tacitus.historiae.part.3.tess,tacitus,historiae,3
tacitus.historiae.part.4.tess,tacitus,historiae,4
tacitus.historiae.part.5.tess,tacitus,historiae,5
terence.adelphi.tess,terence,adelphi,adelphi
terence.andria.tess,terence,andria,andria
terence.eunuchus.tess,terence,eunuchus,eunuchus
terence.heautontimorumenos.tess,terence,heautontimorumenos,heautontimorumenos
terence.hecyra.tess,terence,hecyra,hecyra
terence.phormio.tess,terence,phormio,phormio
tertullian.apologeticum.tess,tertullian,apologeticum,apologeticum
tertullian.de_spectaculis.tess,tertullian,de_spectaculis,de_spectaculis
tibullus.elegies.tess,tibullus,elegies,elegies
valerius_flaccus.argonautica.part.1.tess,valerius_flaccus,argonautica,1
valerius_flaccus.argonautica.part.2.tess,valerius_flaccus,argonautica,2
valerius_flaccus.argonautica.part.3.tess,valerius_flaccus,argonautica,3
valerius_flaccus.argonautica.part.4.tess,valerius_flaccus,argonautica,4
valerius_flaccus.argonautica.part.5.tess,valerius_flaccus,argonautica,5
valerius_flaccus.argonautica.part.6.tess,valerius_flaccus,argonautica,6
valerius_flaccus.argonautica.part.7.tess,valerius_flaccus,argonautica,7
valerius_flaccus.argonautica.part.8.tess,valerius_flaccus,argonautica,8
valerius_maximus.facta_et_dicta_memorabilia.part.1.tess,valerius_maximus,facta_et_dicta_memorabilia,1
valerius_maximus.facta_et_dicta_memorabilia.part.2.tess,valerius_maximus,facta_et_dicta_memorabilia,2
valerius_maximus.facta_et_dicta_memorabilia.part.3.tess,valerius_maximus,facta_et_dicta_memorabilia,3
valerius_maximus.facta_et_dicta_memorabilia.part.4.tess,valerius_maximus,facta_et_dicta_memorabilia,4
valerius_maximus.facta_et_dicta_memorabilia.part.5.tess,valerius_maximus,facta_et_dicta_memorabilia,5
valerius_maximus.facta_et_dicta_memorabilia.part.6.tess,valerius_maximus,facta_et_dicta_memorabilia,6
valerius_maximus.facta_et_dicta_memorabilia.part.7.tess,valerius_maximus,facta_et_dicta_memorabilia,7
valerius_maximus.facta_et_dicta_memorabilia.part.8.tess,valerius_maximus,facta_et_dicta_memorabilia,8
valerius_maximus.facta_et_dicta_memorabilia.part.9.tess,valerius_maximus,facta_et_dicta_memorabilia,9
vergil.aeneid.part.1.tess,vergil,aeneid,1
vergil.aeneid.part.10.tess,vergil,aeneid,10
vergil.aeneid.part.11.tess,vergil,aeneid,11
vergil.aeneid.part.12.tess,vergil,aeneid,12
vergil.aeneid.part.2.tess,vergil,aeneid,2
vergil.aeneid.part.3.tess,vergil,aeneid,3
vergil.aeneid.part.4.tess,vergil,aeneid,4
vergil.aeneid.part.5.tess,vergil,aeneid,5
vergil.aeneid.part.6.tess,vergil,aeneid,6
vergil.aeneid.part.7.tess,vergil,aeneid,7
vergil.aeneid.part.8.tess,vergil,aeneid,8
vergil.aeneid.part.9.tess,vergil,aeneid,9
vergil.eclogues.tess,vergil,eclogues,eclogues
vergil.georgics.part.1.tess,vergil,georgics,1
vergil.georgics.part.2.tess,vergil,georgics,2
vergil.georgics.part.3.tess,vergil,georgics,3
vergil.georgics.part.4.tess,vergil,georgics,4
vitruvius.de_architectura.part.1.tess,vitruvius,de_architectura,1
vitruvius.de_architectura.part.10.tess,vitruvius,de_architectura,10
vitruvius.de_architectura.part.2.tess,vitruvius,de_architectura,2
vitruvius.de_architectura.part.3.tess,vitruvius,de_architectura,3
vitruvius.de_architectura.part.4.tess,vitruvius,de_architectura,4
vitruvius.de_architectura.part.5.tess,vitruvius,de_architectura,5
vitruvius.de_architectura.part.6.tess,vitruvius,de_architectura,6
vitruvius.de_architectura.part.7.tess,vitruvius,de_architectura,7
vitruvius.de_architectura.part.8.tess,vitruvius,de_architectura,8
vitruvius.de_architectura.part.9.tess,vitruvius,de_architectura,9
